,Season,Seed_H,Last Seed_H,Max Seed 5Y_H,Avg Seed 5Y_H,Avg Seed 5Y Weighted_H,Seed_L,Last Seed_L,Max Seed 5Y_L,Avg Seed 5Y_L,Avg Seed 5Y Weighted_L,Team_ID_L,Team_ID_H,Outcome,Unnamed: 0,Seed_Matchup_Probability
1124,2002,Z02,4.0,13,6.4,2.3203975840771935,Z15,9.0,15,12.0,9.045801352339597,1227,1328,0,1124,0.05714285714285716
1125,2002,Z04,5.0,5,3.4,2.815901569192829,Z12,9.0,12,9.2,9.060577378723682,1281,1326,1,1125,0.3157894736842105
1126,2002,Z04,5.0,5,3.4,2.815901569192829,Z13,14.0,16,14.333333333333334,16.117201415552486,1172,1326,0,1126,0.2071428571428572
1127,2002,Z07,11.0,11,8.4,5.628017066967853,Z02,4.0,13,6.4,2.3203975840771935,1328,1462,1,1127,0.6951219512195121
1128,2002,Z07,11.0,11,8.4,5.628017066967853,Z10,12.0,13,11.666666666666666,13.059269154379097,1218,1462,0,1128,0.3928571428571429
1129,2002,Z08,4.0,8,5.8,6.183625171879945,Z01,5.0,5,2.6,1.7543776726146976,1153,1417,0,1129,0.8
1130,2002,Z08,4.0,8,5.8,6.183625171879945,Z09,3.0,9,6.6,9.67723612128668,1279,1417,0,1130,0.5142857142857142
1131,2002,Z08,4.0,8,5.8,6.183625171879945,Z12,9.0,12,9.2,9.060577378723682,1281,1417,1,1131,1.0
1132,2002,Z11,7.0,12,10.0,12.29010693693551,Z03,2.0,4,2.2,0.7529578958330204,1112,1461,1,1132,0.6530612244897959
1133,2002,Z11,7.0,12,10.0,12.29010693693551,Z06,12.0,14,10.4,9.876952206843736,1211,1461,0,1133,0.6285714285714286
1134,2002,Z12,9.0,12,9.2,9.060577378723682,Z05,6.0,11,6.0,1.1991485777875497,1274,1281,0,1134,0.6428571428571429
1135,2002,Z14,9.0,14,11.0,10.056149736899112,Z03,2.0,4,2.2,0.7529578958330204,1112,1364,1,1135,0.85
1136,2003,W01,2.0,13,4.6,4.181732136171043,W08,6.0,12,7.8,8.305726447181758,1143,1328,0,1136,0.2
1137,2003,W01,2.0,13,4.6,4.181732136171043,W12,10.0,14,12.2,12.060577378723682,1139,1328,0,1137,0.0
1138,2003,W02,7.0,7,4.2,7.250828175584784,W10,7.0,10,6.8,0.19261720164867352,1120,1448,1,1138,0.36
1139,2003,W02,7.0,7,4.2,7.250828175584784,W15,14.0,16,13.6,9.564126875753596,1190,1448,0,1139,0.05714285714285716
1140,2003,W03,5.0,8,5.0,3.69238051710934,W01,2.0,13,4.6,4.181732136171043,1328,1393,0,1140,0.6
1141,2003,W03,5.0,8,5.0,3.69238051710934,W06,7.0,11,7.2,11.741599571428166,1329,1393,0,1141,0.3888888888888888
1142,2003,W03,5.0,8,5.0,3.69238051710934,W10,7.0,10,6.8,0.19261720164867352,1120,1393,0,1142,0.3076923076923077
1143,2003,W03,5.0,8,5.0,3.69238051710934,W14,13.0,14,12.666666666666666,10.882798584447515,1264,1393,0,1143,0.15000000000000002
1144,2003,W03,5.0,8,5.0,3.69238051710934,Z02,1.0,8,4.2,3.938476103421868,1242,1393,0,1144,0.6071428571428571
1145,2003,W04,7.0,7,6.0,7.063416932287034,W12,10.0,14,12.2,12.060577378723682,1139,1257,1,1145,0.3157894736842105
1146,2003,W04,7.0,7,6.0,7.063416932287034,W13,14.0,14,13.666666666666666,14.000445631068569,1122,1257,0,1146,0.2071428571428572
1147,2003,W05,3.0,5,4.6,5.123047793156265,W12,10.0,14,12.2,12.060577378723682,1139,1280,1,1147,0.3571428571428571
1148,2003,W07,9.0,9,6.5,3.5681173394959966,W10,7.0,10,6.8,0.19261720164867352,1120,1386,1,1148,0.3928571428571429
1149,2003,W09,7.0,9,6.0,6.0,W08,6.0,12,7.8,8.305726447181758,1143,1301,1,1149,0.4857142857142857
1150,2003,W11,11.0,13,11.6,13.247515363094204,W06,7.0,11,7.2,11.741599571428166,1329,1335,1,1150,0.6285714285714286
1151,2003,W16,16.0,16,15.4,14.938002844494642,W01,2.0,13,4.6,4.181732136171043,1328,1354,1,1151,0.9928571428571428
1152,2003,X01,6.0,7,5.0,6.0634169322870335,W03,5.0,8,5.0,3.69238051710934,1393,1400,1,1152,0.4
1153,2003,X01,6.0,7,5.0,6.0634169322870335,X05,2.0,5,3.0,5.432087052828601,1163,1400,0,1153,0.17021276595744686
1154,2003,X01,6.0,7,5.0,6.0634169322870335,X07,10.0,10,4.0,0.44344537723345784,1277,1400,0,1154,0.1428571428571429
1155,2003,X01,6.0,7,5.0,6.0634169322870335,X09,6.0,10,7.0,10.739706535719261,1345,1400,0,1155,0.08333333333333337
1156,2003,X03,7.0,11,6.8,11.559394176329896,X06,1.0,6,3.0,3.1221012753018127,1268,1462,1,1156,0.3888888888888888
1157,2003,X03,7.0,11,6.8,11.559394176329896,X14,,14,14.0,14.0,1407,1462,0,1157,0.15000000000000002
1158,2003,X04,8.0,8,3.2,0.5674396882441731,X05,2.0,5,3.0,5.432087052828601,1163,1390,1,1158,0.4459459459459459
1159,2003,X04,8.0,8,3.2,0.5674396882441731,X13,9.0,13,11.0,9.030534234893064,1360,1390,0,1159,0.2071428571428572
1160,2003,X05,2.0,5,3.0,5.432087052828601,X12,12.0,12,9.8,7.812588756702251,1140,1163,0,1160,0.3571428571428571
1161,2003,X07,10.0,10,4.0,0.44344537723345784,X02,5.0,6,4.2,2.7529578958330205,1196,1277,0,1161,0.6951219512195121
1162,2003,X07,10.0,10,4.0,0.44344537723345784,X06,1.0,6,3.0,3.1221012753018127,1268,1277,0,1162,0.5714285714285714
1163,2003,X07,10.0,10,4.0,0.44344537723345784,X10,9.0,10,9.5,9.007633558723267,1160,1277,0,1163,0.3928571428571429
1164,2003,X09,6.0,10,7.0,10.739706535719261,X08,4.0,11,7.2,11.680548933777258,1261,1345,0,1164,0.4857142857142857
1165,2003,X11,13.0,15,13.0,15.117647046621054,X06,1.0,6,3.0,3.1221012753018127,1268,1423,1,1165,0.6285714285714286
1166,2003,X15,,15,15.0,15.0,X02,5.0,6,4.2,2.7529578958330205,1196,1358,1,1166,0.9428571428571428
1167,2003,X16b,,16,16.0,16.0,X01,6.0,7,5.0,6.0634169322870335,1400,1421,1,1167,0.9928571428571428
1168,2003,X16b,,16,16.0,16.0,X16a,15.0,16,15.0,15.061021758558914,1411,1421,0,1168,0.5
1169,2003,Y01,4.0,5,3.0,1.6923805171093398,Y16,,16,16.0,16.0,1237,1246,0,1169,0.007142857142857118
1170,2003,Y02,3.0,9,5.6,9.557501140620994,Y03,5.0,7,5.0,7.309985777526789,1266,1338,1,1170,0.3928571428571429
1171,2003,Y02,3.0,9,5.6,9.557501140620994,Y07,5.0,7,5.6,3.8130620156294763,1231,1338,0,1171,0.30487804878048785
1172,2003,Y03,5.0,7,5.0,7.309985777526789,Y01,4.0,5,3.0,1.6923805171093398,1246,1266,0,1172,0.6
1173,2003,Y03,5.0,7,5.0,7.309985777526789,Y14,16.0,16,14.5,15.061967828677234,1221,1266,0,1173,0.15000000000000002
1174,2003,Y03,5.0,7,5.0,7.309985777526789,Z02,1.0,8,4.2,3.938476103421868,1242,1266,1,1174,0.6071428571428571
1175,2003,Y05,8.0,8,6.4,5.754850931541922,Y01,4.0,5,3.0,1.6923805171093398,1246,1458,1,1175,0.8297872340425532
1176,2003,Y05,8.0,8,6.4,5.754850931541922,Y12,14.0,14,13.333333333333334,14.00089126213714,1451,1458,0,1176,0.3571428571428571
1177,2003,Y05,8.0,8,6.4,5.754850931541922,Y13,12.0,13,9.2,6.567439688244173,1409,1458,0,1177,0.17647058823529416
1178,2003,Y06,12.0,12,8.8,8.817321345974507,Y03,5.0,7,5.0,7.309985777526789,1266,1281,1,1178,0.6111111111111112
1179,2003,Y07,5.0,7,5.6,3.8130620156294763,Y10,2.0,10,6.2,4.93610980878574,1104,1231,0,1179,0.3928571428571429
1180,2003,Y09,12.0,12,6.8,8.124940828865167,Y01,4.0,5,3.0,1.6923805171093398,1246,1428,1,1180,0.9166666666666666
1181,2003,Y09,12.0,12,6.8,8.124940828865167,Y08,2.0,8,5.75,7.368495726649285,1332,1428,0,1181,0.4857142857142857
1182,2003,Y11,11.0,14,11.4,9.874585912207609,Y06,12.0,12,8.8,8.817321345974507,1281,1356,1,1182,0.6285714285714286
1183,2003,Y13,12.0,13,9.2,6.567439688244173,Y04,11.0,12,9.0,12.249763454945585,1173,1409,0,1183,0.7928571428571428
1184,2003,Y15,,15,15.0,15.0,Y02,3.0,9,5.6,9.557501140620994,1338,1447,1,1184,0.9428571428571428
1185,2003,Z02,1.0,8,4.2,3.938476103421868,Z01,3.0,4,2.2,1.9995267410727746,1112,1242,0,1185,0.5384615384615384
1186,2003,Z02,1.0,8,4.2,3.938476103421868,Z03,1.0,3,1.4,0.9990534821455488,1181,1242,0,1186,0.3928571428571429
1187,2003,Z02,1.0,8,4.2,3.938476103421868,Z10,5.0,10,7.666666666666667,8.172905521383028,1113,1242,0,1187,0.36
1188,2003,Z03,1.0,3,1.4,0.9990534821455488,Z11,13.0,13,12.0,12.98473288255347,1141,1181,0,1188,0.3469387755102041
1189,2003,Z03,1.0,3,1.4,0.9990534821455488,Z14,10.0,14,11.333333333333334,9.998217475725722,1161,1181,0,1189,0.15000000000000002
1190,2003,Z05,8.0,10,7.6,5.629910102676756,Z01,3.0,4,2.2,1.9995267410727746,1112,1323,1,1190,0.8297872340425532
1191,2003,Z05,8.0,10,7.6,5.629910102676756,Z04,4.0,5,3.6,0.6275438080406283,1228,1323,0,1191,0.5540540540540541
1192,2003,Z06,12.0,12,9.6,9.878845242552638,Z11,13.0,13,12.0,12.98473288255347,1141,1166,1,1192,0.37142857142857133
1193,2003,Z07,5.0,10,6.8,5.814955051338378,Z10,5.0,10,7.666666666666667,8.172905521383028,1113,1272,1,1193,0.3928571428571429
1194,2003,Z09,6.0,12,9.4,12.494557467261183,Z01,3.0,4,2.2,1.9995267410727746,1112,1211,1,1194,0.9166666666666666
1195,2003,Z09,6.0,12,9.4,12.494557467261183,Z08,1.0,8,3.8,5.430194017119699,1153,1211,0,1195,0.4857142857142857
1196,2003,Z12,,12,12.0,12.0,Z05,8.0,10,7.6,5.629910102676756,1323,1454,1,1196,0.6428571428571429
1197,2003,Z13,9.0,14,11.0,14.678655898068357,Z04,4.0,5,3.6,0.6275438080406283,1228,1443,1,1197,0.7928571428571428
1198,2003,Z15,12.0,15,12.4,11.93800284449464,Z02,1.0,8,4.2,3.938476103421868,1242,1429,1,1198,0.9428571428571428
1199,2003,Z16,,16,16.0,16.0,Z01,3.0,4,2.2,1.9995267410727746,1112,1436,1,1199,0.9928571428571428
1200,2004,W01,3.0,3,1.4,0.8769522068437359,W16,16.0,16,16.0,16.0,1106,1181,0,1200,0.007142857142857118
1201,2004,W01,3.0,3,1.4,0.8769522068437359,X02,5.0,5,3.0,1.6313298794584334,1163,1181,1,1201,0.4615384615384616
1202,2004,W03,1.0,6,4.2,6.309512518599561,W06,2.0,8,4.0,8.681022192704484,1314,1400,0,1202,0.3888888888888888
1203,2004,W03,1.0,6,4.2,6.309512518599561,W14,15.0,15,11.8,3.9460483564089204,1343,1400,0,1203,0.15000000000000002
1204,2004,W05,4.0,5,3.6,4.184098430807171,W01,3.0,3,1.4,0.8769522068437359,1181,1228,1,1204,0.8297872340425532
1205,2004,W05,4.0,5,3.6,4.184098430807171,W04,8.0,8,4.0,0.32134410193164487,1153,1228,0,1205,0.5540540540540541
1206,2004,W06,2.0,8,4.0,8.681022192704484,W11,,11,11.0,11.0,1102,1314,0,1206,0.37142857142857133
1207,2004,W07,3.0,11,6.8,7.000473258927225,W01,3.0,3,1.4,0.8769522068437359,1181,1462,1,1207,0.8571428571428571
1208,2004,W07,3.0,11,6.8,7.000473258927225,W02,5.0,5,4.0,2.753431154760246,1280,1462,0,1208,0.6951219512195121
1209,2004,W07,3.0,11,6.8,7.000473258927225,W03,1.0,6,4.2,6.309512518599561,1400,1462,0,1209,0.6
1210,2004,W07,3.0,11,6.8,7.000473258927225,W10,4.0,10,6.8,7.183625171879946,1257,1462,0,1210,0.3928571428571429
1211,2004,W08,10.0,10,6.8,10.495977244042862,W01,3.0,3,1.4,0.8769522068437359,1181,1371,1,1211,0.8
1212,2004,W08,10.0,10,6.8,10.495977244042862,W09,1.0,9,3.2,3.182678654025494,1112,1371,0,1212,0.5142857142857142
1213,2004,W12,14.0,15,12.6,13.184098430807172,W05,4.0,5,3.6,4.184098430807171,1228,1293,1,1213,0.6428571428571429
1214,2004,W13,15.0,15,13.0,14.185518207588848,W04,8.0,8,4.0,0.32134410193164487,1153,1190,1,1214,0.7928571428571428
1215,2004,W15,16.0,16,14.666666666666666,12.825311954342695,W02,5.0,5,4.0,2.753431154760246,1280,1284,1,1215,0.9428571428571428
1216,2004,X01,4.0,8,3.0,8.683388487340611,X08,10.0,10,6.8,1.3170847715866145,1104,1390,1,1216,0.2
1217,2004,X02,5.0,5,3.0,1.6313298794584334,X08,10.0,10,6.8,1.3170847715866145,1104,1163,0,1217,0.7142857142857143
1218,2004,X05,3.0,8,5.0,5.18315191295272,X04,6.0,6,3.4,0.5669664293169475,1268,1393,0,1218,0.5540540540540541
1219,2004,X05,3.0,8,5.0,5.18315191295272,X08,10.0,10,6.8,1.3170847715866145,1104,1393,1,1219,0.6666666666666667
1220,2004,X05,3.0,8,5.0,5.18315191295272,X12,12.0,12,10.2,12.248461880948655,1140,1393,0,1220,0.3571428571428571
1221,2004,X06,10.0,10,7.2,2.1964032730664784,X02,5.0,5,3.0,1.6313298794584334,1163,1435,1,1221,0.7741935483870968
1222,2004,X06,10.0,10,7.2,2.1964032730664784,X03,9.0,9,6.0,6.94131565698522,1301,1435,0,1222,0.6111111111111112
1223,2004,X07,9.0,12,8.4,4.503549497029913,X02,5.0,5,3.0,1.6313298794584334,1163,1177,1,1223,0.6951219512195121
1224,2004,X07,9.0,12,8.4,4.503549497029913,X10,4.0,12,9.2,11.37056315625047,1173,1177,0,1224,0.3928571428571429
1225,2004,X09,11.0,11,10.4,11.062470414432584,X08,10.0,10,6.8,1.3170847715866145,1104,1356,1,1225,0.4857142857142857
1226,2004,X11,11.0,11,11.0,11.0,X06,10.0,10,7.2,2.1964032730664784,1435,1444,1,1226,0.6285714285714286
1227,2004,X13,9.0,13,9.8,11.369143379468793,X04,6.0,6,3.4,0.5669664293169475,1268,1431,1,1227,0.7928571428571428
1228,2004,X14,13.0,14,12.75,10.75260172035022,X03,9.0,9,6.0,6.94131565698522,1301,1418,1,1228,0.85
1229,2004,X15,16.0,16,15.5,15.992366441276735,X02,5.0,5,3.0,1.6313298794584334,1163,1436,1,1229,0.9428571428571428
1230,2004,X16,16.0,16,15.333333333333334,13.883244215516083,X01,4.0,8,3.0,8.683388487340611,1390,1427,1,1230,0.9928571428571428
1231,2004,Y01,7.0,9,5.4,9.435873124246406,Y02,6.0,11,5.8,6.819687640610634,1329,1386,1,1231,0.4615384615384616
1232,2004,Y01,7.0,9,5.4,9.435873124246406,Y16,16.0,16,16.0,16.0,1251,1386,0,1232,0.007142857142857118
1233,2004,Y02,6.0,11,5.8,6.819687640610634,Y07,7.0,10,7.0,4.812115497775025,1272,1329,0,1233,0.30487804878048785
1234,2004,Y02,6.0,11,5.8,6.819687640610634,Y15,,15,15.0,15.0,1186,1329,0,1234,0.05714285714285716
1235,2004,Y02,6.0,11,5.8,6.819687640610634,Z03,8.0,8,5.0,2.628963584822305,1210,1329,1,1235,0.3928571428571429
1236,2004,Y03,2.0,9,4.6,2.6909607403276627,Y02,6.0,11,5.8,6.819687640610634,1329,1338,1,1236,0.6071428571428571
1237,2004,Y04,2.0,7,4.6,7.31093229538124,Y01,7.0,9,5.4,9.435873124246406,1386,1448,1,1237,0.7301587301587301
1238,2004,Y04,2.0,7,4.6,7.31093229538124,Y12,14.0,14,12.5,13.061967828677234,1264,1448,0,1238,0.3157894736842105
1239,2004,Y04,2.0,7,4.6,7.31093229538124,Y13,12.0,13,9.0,1.4157754465118504,1433,1448,0,1239,0.2071428571428572
1240,2004,Y06,5.0,8,6.6,8.308566000745111,Y03,2.0,9,4.6,2.6909607403276627,1338,1458,1,1240,0.6111111111111112
1241,2004,Y06,5.0,8,6.6,8.308566000745111,Y11,14.0,15,13.4,15.125887346719619,1350,1458,0,1241,0.37142857142857133
1242,2004,Y08,6.0,13,8.4,2.2546143571540314,Y01,7.0,9,5.4,9.435873124246406,1386,1403,1,1242,0.8
1243,2004,Y08,6.0,13,8.4,2.2546143571540314,Y09,9.0,9,8.0,9.246568845239755,1150,1403,0,1243,0.5142857142857142
1244,2004,Y10,3.0,12,6.75,1.3197729897278936,Y07,7.0,10,7.0,4.812115497775025,1272,1376,1,1244,0.6071428571428571
1245,2004,Y12,14.0,14,12.5,13.061967828677234,Y05,2.0,5,4.0,5.307619482890661,1196,1264,0,1245,0.6428571428571429
1246,2004,Y14,16.0,16,15.333333333333334,16.000891262137138,Y03,2.0,9,4.6,2.6909607403276627,1338,1416,1,1246,0.85
1247,2004,Z01,1.0,5,2.6,4.308566000745112,Z16a,16.0,16,16.0,16.0,1197,1246,0,1247,0.007142857142857118
1248,2004,Z03,8.0,8,5.0,2.628963584822305,X02,5.0,5,3.0,1.6313298794584334,1163,1210,1,1248,0.6071428571428571
1249,2004,Z03,8.0,8,5.0,2.628963584822305,Z06,11.0,11,7.2,2.3795551860191972,1130,1210,0,1249,0.3888888888888888
1250,2004,Z04,2.0,8,3.8,0.7491718244152157,Z03,8.0,8,5.0,2.628963584822305,1210,1242,1,1250,0.5714285714285714
1251,2004,Z04,2.0,8,3.8,0.7491718244152157,Z13,15.0,15,12.333333333333334,8.650623908685391,1227,1242,0,1251,0.2071428571428572
1252,2004,Z05,10.0,10,8.4,10.125887346719619,Z12,13.0,13,12.5,12.992366441276735,1334,1344,1,1252,0.3571428571428571
1253,2004,Z08,7.0,12,8.6,11.188831020079427,Z09,12.0,12,9.8,6.50496927381159,1412,1449,1,1253,0.5142857142857142
1254,2004,Z09,12.0,12,9.8,6.50496927381159,Z01,1.0,5,2.6,4.308566000745112,1246,1412,0,1254,0.9166666666666666
1255,2004,Z09,12.0,12,9.8,6.50496927381159,Z04,2.0,8,3.8,0.7491718244152157,1242,1412,1,1255,0.6666666666666666
1256,2004,Z10,14.0,14,12.0,13.969465765106937,Z02,9.0,12,7.8,5.446284930796811,1211,1305,0,1256,0.64
1257,2004,Z10,14.0,14,12.0,13.969465765106937,Z03,8.0,8,5.0,2.628963584822305,1210,1305,1,1257,0.6923076923076923
1258,2004,Z10,14.0,14,12.0,13.969465765106937,Z07,7.0,10,5.2,10.743965866064292,1277,1305,0,1258,0.6071428571428571
1259,2004,Z11,9.0,12,8.4,12.435873124246406,Z06,11.0,11,7.2,2.3795551860191972,1130,1428,1,1259,0.6285714285714286
1260,2004,Z12,13.0,13,12.5,12.992366441276735,Z04,2.0,8,3.8,0.7491718244152157,1242,1334,1,1260,0.6842105263157895
1261,2004,Z14,14.0,14,14.0,14.0,Z03,8.0,8,5.0,2.628963584822305,1210,1320,1,1261,0.85
1262,2004,Z15,13.0,16,14.4,16.24798862202143,Z02,9.0,12,7.8,5.446284930796811,1211,1434,1,1262,0.9428571428571428
1263,2004,Z16b,16.0,16,16.0,16.0,Z16a,16.0,16,16.0,16.0,1197,1250,1,1263,0.5
1264,2005,W01,8.0,12,7.8,6.692853776036565,W04,10.0,10,6.4,3.444865154015135,1257,1449,1,1264,0.2698412698412699
1265,2005,W01,8.0,12,7.8,6.692853776036565,W08,12.0,13,11.0,13.060160416516235,1334,1449,0,1265,0.2
1266,2005,W01,8.0,12,7.8,6.692853776036565,W16,15.0,16,15.4,16.184571689734398,1285,1449,0,1266,0.007142857142857118
1267,2005,W02,4.0,7,4.4,1.5669664293169476,W15,14.0,15,13.8,15.185991466516073,1151,1448,0,1267,0.05714285714285716
1268,2005,W04,10.0,10,6.4,3.444865154015135,W05,3.0,8,4.6,8.6185517782719,1210,1257,0,1268,0.4459459459459459
1269,2005,W04,10.0,10,6.4,3.444865154015135,X01,5.0,5,3.0,3.9413156569852217,1228,1257,1,1269,0.7301587301587301
1270,2005,W05,3.0,8,4.6,8.6185517782719,W12,11.0,12,10.6,8.752011377978569,1203,1210,0,1270,0.3571428571428571
1271,2005,W06,8.0,12,7.0,6.058684343014778,W03,2.0,12,6.4,9.616658742562997,1211,1403,0,1271,0.6111111111111112
1272,2005,W07,10.0,12,8.6,12.435399865319178,W02,4.0,7,4.4,1.5669664293169476,1448,1452,0,1272,0.6951219512195121
1273,2005,W07,10.0,12,8.6,12.435399865319178,W04,10.0,10,6.4,3.444865154015135,1257,1452,1,1273,0.4
1274,2005,W07,10.0,12,8.6,12.435399865319178,W06,8.0,12,7.0,6.058684343014778,1403,1452,0,1274,0.5714285714285714
1275,2005,W07,10.0,12,8.6,12.435399865319178,W10,6.0,12,9.6,12.494084208333959,1166,1452,0,1275,0.3928571428571429
1276,2005,W09,3.0,9,5.2,1.8703265818625776,W08,12.0,13,11.0,13.060160416516235,1334,1338,1,1276,0.4857142857142857
1277,2005,W11,8.0,11,6.8,3.627070549113403,W06,8.0,12,7.0,6.058684343014778,1403,1417,1,1277,0.6285714285714286
1278,2005,W13,14.0,14,12.8,13.061523896578132,W04,10.0,10,6.4,3.444865154015135,1257,1418,1,1278,0.7928571428571428
1279,2005,W14,16.0,16,15.2,16.123994311010716,W03,2.0,12,6.4,9.616658742562997,1211,1457,1,1279,0.85
1280,2005,X01,5.0,5,3.0,3.9413156569852217,X03,9.0,9,3.6,0.3833412574370024,1112,1228,0,1280,0.4
1281,2005,X01,5.0,5,3.0,3.9413156569852217,X16,15.0,16,15.75,16.061494793618074,1192,1228,0,1281,0.007142857142857118
1282,2005,X02,2.0,11,5.6,6.184098430807171,X03,9.0,9,3.6,0.3833412574370024,1112,1329,1,1282,0.3928571428571429
1283,2005,X07,9.0,11,9.6,11.125414087792393,X02,2.0,11,5.6,6.184098430807171,1329,1356,1,1283,0.6951219512195121
1284,2005,X08,3.0,8,4.8,0.5636536168263682,X09,10.0,14,11.0,14.233957200036402,1305,1400,1,1284,0.5142857142857142
1285,2005,X09,10.0,14,11.0,14.233957200036402,X01,5.0,5,3.0,3.9413156569852217,1228,1305,1,1285,0.9166666666666666
1286,2005,X10,14.0,14,10.666666666666666,7.651515170822529,X07,9.0,11,9.6,11.125414087792393,1356,1388,1,1286,0.6071428571428571
1287,2005,X11,9.0,12,9.8,12.493610949406733,X03,9.0,9,3.6,0.3833412574370024,1112,1412,1,1287,0.6530612244897959
1288,2005,X11,9.0,12,9.8,12.493610949406733,X06,8.0,11,7.2,3.320870843004419,1261,1412,0,1288,0.6285714285714286
1289,2005,X12,12.0,12,12.0,12.000000000000002,X01,5.0,5,3.0,3.9413156569852217,1228,1454,1,1289,1.0
1290,2005,X12,12.0,12,12.0,12.000000000000002,X04,6.0,11,5.8,11.805963021569651,1130,1454,0,1290,0.6842105263157895
1291,2005,X12,12.0,12,12.0,12.000000000000002,X05,8.0,10,6.0,10.619971555053578,1104,1454,0,1291,0.6428571428571429
1292,2005,X13,11.0,13,11.8,10.876005688989286,X04,6.0,11,5.8,11.805963021569651,1130,1335,1,1292,0.7928571428571428
1293,2005,X14,15.0,15,13.2,11.814008533483927,X03,9.0,9,3.6,0.3833412574370024,1112,1429,1,1293,0.85
1294,2005,X15,,15,15.0,15.0,X02,2.0,11,5.6,6.184098430807171,1329,1368,1,1294,0.9428571428571428
1295,2005,Y01,1.0,3,1.4,3.2479886220214307,Y16,,16,16.0,16.0,1175,1181,0,1295,0.007142857142857118
1296,2005,Y02,1.0,4,2.0,0.8144817924111526,Y07,4.0,8,5.0,8.678655898068355,1153,1246,0,1296,0.30487804878048785
1297,2005,Y02,1.0,4,2.0,0.8144817924111526,Y15,,15,15.0,15.0,1184,1246,0,1297,0.05714285714285716
1298,2005,Y03,1.0,4,2.6,1.9375295855674168,Y14,,14,14.0,14.0,1310,1328,0,1298,0.15000000000000002
1299,2005,Y05,7.0,10,6.0,6.819214381683409,Y01,1.0,3,1.4,3.2479886220214307,1181,1277,0,1299,0.8297872340425532
1300,2005,Y05,7.0,10,6.0,6.819214381683409,Y02,1.0,4,2.0,0.8144817924111526,1246,1277,0,1300,0.0
1301,2005,Y06,11.0,12,9.2,8.694273552818242,Y02,1.0,4,2.0,0.8144817924111526,1246,1428,1,1301,0.7741935483870968
1302,2005,Y06,11.0,12,9.2,8.694273552818242,Y03,1.0,4,2.6,1.9375295855674168,1328,1428,0,1302,0.6111111111111112
1303,2005,Y08,1.0,8,4.4,3.938002844494642,Y09,2.0,9,4.8,5.305726447181758,1280,1390,1,1303,0.5142857142857142
1304,2005,Y09,2.0,9,4.8,5.305726447181758,Y01,1.0,3,1.4,3.2479886220214307,1181,1280,1,1304,0.9166666666666666
1305,2005,Y10,7.0,10,7.2,4.689540963545986,Y07,4.0,8,5.0,8.678655898068355,1153,1234,1,1305,0.6071428571428571
1306,2005,Y11,13.0,13,10.2,8.630856620531208,Y06,11.0,12,9.2,8.694273552818242,1428,1431,1,1306,0.6285714285714286
1307,2005,Y12,14.0,15,12.6,13.942262174839673,Y05,7.0,10,6.0,6.819214381683409,1277,1330,1,1307,0.6428571428571429
1308,2005,Y13,15.0,16,14.666666666666666,16.0592691543791,Y04,5.0,5,4.2,2.7529578958330205,1393,1436,0,1308,0.7928571428571428
1309,2005,Y13,15.0,16,14.666666666666666,16.0592691543791,Y05,7.0,10,6.0,6.819214381683409,1277,1436,1,1309,0.8235294117647058
1310,2005,Z01,6.0,8,4.0,1.3847610342186791,X01,5.0,5,3.0,3.9413156569852217,1228,1314,0,1310,0.5
1311,2005,Z01,6.0,8,4.0,1.3847610342186791,Y05,7.0,10,6.0,6.819214381683409,1277,1314,0,1311,0.17021276595744686
1312,2005,Z01,6.0,8,4.0,1.3847610342186791,Z09,2.0,9,4.8,1.7491718244152157,1235,1314,0,1312,0.08333333333333337
1313,2005,Z03,4.0,4,2.8,1.9370563266401912,Z14,15.0,16,15.0,16.05882352331053,1137,1242,1,1313,0.15000000000000002
1314,2005,Z05,8.0,8,4.6,3.8154283102656037,Z01,6.0,8,4.0,1.3847610342186791,1314,1437,1,1314,0.8297872340425532
1315,2005,Z05,8.0,8,4.6,3.8154283102656037,Z04,5.0,5,3.8,1.629436843749531,1196,1437,0,1315,0.5540540540540541
1316,2005,Z05,8.0,8,4.6,3.8154283102656037,Z12,9.0,12,7.0,3.74869856548799,1307,1437,0,1316,0.3571428571428571
1317,2005,Z06,6.0,8,6.2,4.7529578958330205,Z01,6.0,8,4.0,1.3847610342186791,1314,1458,1,1317,0.7272727272727273
1318,2005,Z06,6.0,8,6.2,4.7529578958330205,Z10,3.0,10,7.0,9.493137690479509,1301,1458,0,1318,0.33333333333333337
1319,2005,Z06,6.0,8,6.2,4.7529578958330205,Z11,14.0,14,13.0,14.001336893205709,1320,1458,0,1319,0.37142857142857133
1320,2005,Z06,6.0,8,6.2,4.7529578958330205,Z14,15.0,16,15.0,16.05882352331053,1137,1458,0,1320,0.125
1321,2005,Z08,7.0,8,6.0,0.19451023735757578,Z09,2.0,9,4.8,1.7491718244152157,1235,1278,1,1321,0.5142857142857142
1322,2005,Z10,3.0,10,7.0,9.493137690479509,Z02,2.0,5,3.2,5.37056315625047,1163,1301,0,1322,0.64
1323,2005,Z10,3.0,10,7.0,9.493137690479509,Z07,9.0,9,7.8,9.002839553563355,1150,1301,0,1323,0.6071428571428571
1324,2005,Z13,12.0,14,13.0,14.116310153415345,Z04,5.0,5,3.8,1.629436843749531,1196,1325,1,1324,0.7928571428571428
